id,niveau,dimension,question,objectif,tip,tags_theme,tags_filtre,created_at,owner_id,is_public,club_id,ressources,source,ffv_level,supports,explication,accroche,a_observer,a_retenir,erreur_frequente,accroches_variantes
200,1,COMPRENDRE,Pourquoi y a-t-il des méduses certains jours et pas d'autres ?,Comprendre que les méduses ne nagent pas où elles veulent : ce sont le vent et les courants qui les amènent près du bord.,"Le jour où il y en a beaucoup, demandez d'où vient le vent : c'est presque toujours lui qui les a poussées vers la plage.","[""caracteristiques_littoral"",""interactions_elements_climatiques""]","[""méduse"",""vent"",""biodiversité""]",2026-08-08 09:25:58.418064+00,,true,,[],copun,,[],"Les méduses se déplacent très peu par elles-mêmes : elles dérivent. Un vent qui souffle vers la côte pendant un ou deux jours suffit à ramener vers le bord des bancs entiers qui vivaient au large. C'est pour cela qu'elles arrivent souvent toutes en même temps, puis disparaissent quand le vent tourne.","Vous avez vu combien de méduses aujourd'hui ? À votre avis, elles ont décidé de venir ici, ou quelqu'un les a poussées ?","Regardez le sens du vent sur l'eau, et cherchez si les méduses sont toutes du même côté — souvent elles s'accumulent là où le vent pousse.",La méduse ne choisit pas où elle va : c'est le vent et les courants qui la déplacent.,"Beaucoup pensent que les méduses viennent « attaquer » la plage. Elles ne viennent pas vers nous : elles se laissent porter, et parfois ça les amène ici.","[""Vous en avez vu combien aujourd'hui ? À votre avis, elles ont décidé de venir ici, ou quelqu'un les a poussées ?"",""Regardez d'où vient le vent. Maintenant regardez où sont les méduses. Vous voyez quelque chose ?"",""Une méduse, ça nage où ça veut. Qui est d'accord ?""]"
201,1,OBSERVER,Comment reconnaître les méduses qu'on croise ici ?,Savoir distinguer les principales méduses locales et repérer lesquelles sont urticantes.,"Faites-les observer sans toucher, à l'épuisette ou depuis le bord : la couleur et les dessins sur l'ombrelle suffisent à les différencier.","[""observation_sensorielle"",""caracteristiques_littoral""]","[""méduse"",""biodiversité"",""observation""]",2026-08-08 09:25:58.418064+00,,true,,[],copun,,[],"Sur nos côtes, l'aurélie (translucide, quatre anneaux violets bien visibles) est la plus fréquente et n'est pratiquement pas urticante. La rhizostome, plus grosse et bleutée, est impressionnante mais peu piquante. La méduse boussole, avec ses traits bruns en rayons, pique nettement plus.",Regardez celle-là : vous voyez les quatre ronds sur son dos ? C'est comme sa carte d'identité. Chaque méduse a son dessin.,"La forme de l'ombrelle, la couleur, et surtout les dessins dessus : quatre anneaux violets, des rayons bruns, ou rien du tout.","On reconnaît une méduse à ses dessins, et tous les dessins ne piquent pas pareil.","On croit souvent que toutes les méduses piquent fort. La plus courante ici, l'aurélie aux quatre anneaux, ne pique quasiment pas.","[""Regardez celle-là : vous voyez les quatre ronds sur son dos ? C'est comme sa carte d'identité."",""Il y a plusieurs sortes de méduses ici. Vous sauriez me dire laquelle pique et laquelle ne pique pas ?"",""Toutes les méduses piquent très fort. Vrai ou faux ?""]"
202,1,PROTÉGER,Que faire quand on trouve une méduse échouée sur la plage ?,"Adopter le bon geste face à une méduse échouée : ne pas toucher, ne pas détruire, comprendre son rôle.","C'est le moment idéal pour rappeler qu'un animal échoué reste un animal vivant ou utile — on observe, on ne piétine pas.","[""caracteristiques_littoral"",""observation_sensorielle""]","[""méduse"",""biodiversité"",""gestes""]",2026-08-08 09:25:58.418064+00,,true,,[],copun,,[],"Une méduse échouée reste urticante plusieurs heures, même morte et même en morceaux : ses cellules piquantes fonctionnent encore. Elle n'est pas un déchet — elle nourrit les oiseaux et d'autres animaux, et sa présence renseigne sur l'état de la mer.","Celle-là est sur le sable, elle ne bouge plus. Est-ce qu'on peut la toucher, à votre avis ?","Approchez-vous sans toucher : regardez si elle est entière, si des oiseaux sont venus, si d'autres sont échouées au même endroit.","Une méduse échouée pique encore. On la regarde, on ne la touche pas, on ne l'écrase pas.","Beaucoup pensent qu'une méduse échouée ou morte ne pique plus. C'est faux : elle pique encore, et même un morceau de tentacule dans le sable peut piquer.","[""Celle-là est sur le sable, elle ne bouge plus. Est-ce qu'on peut la toucher, à votre avis ?"",""Il y a une méduse échouée là-bas. Qu'est-ce qu'on en fait ?"",""Une méduse morte, ça ne pique plus. Qui pense que c'est vrai ?""]"
21,2,OBSERVER,Pourquoi dois-tu toujours te soucier du sens du vent et de sa force ?,Intégrer l'observation du vent comme un réflexe de sécurité.,"Le vent est votre moteur, mais aussi votre principal adversaire potentiel. Ne lui tournez jamais le dos.","[""reperes_spatio_temporels""]","[""vent"",""sécurité""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le vent peut aider à avancer ou pousser vers le danger selon sa direction. Sur l'eau, ne jamais perdre le fil de sa force et de son sens permet d'anticiper une évolution des conditions et de garder toujours un chemin de retour possible vers le bord.",,,,,
22,3,OBSERVER,"Pourquoi je peux savoir qu'une ""brise thermique"" va se former ?","Anticiper la brise en observant les conditions (ciel clair, peu de vent le matin).","Si le soleil tape fort le matin et qu'il n'y a pas de vent, attendez-vous à ce que la brise se lève en début d'après-midi.","[""reperes_spatio_temporels"",""interactions_climatiques""]","[""vent"",""météo"",""thermique""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un ciel clair et peu de vent en tout début de matinée sont les ingrédients typiques d'une future brise thermique : le sol va chauffer vite, l'air va s'y élever, et l'air frais du large viendra le remplacer en début d'après-midi. Ce cycle journalier, bien identifié, se répète souvent plusieurs jours de suite en été.",,,,,
23,2,PROTÉGER,Comment adapter sa pratique nautique selon les conditions de vent ?,Savoir réduire sa voilure ou changer de zone pour préserver le matériel et l'environnement.,Naviguer en surpuissance augmente le risque de casse et de dérangement de la faune.,"[""cohabitation_vivant""]","[""vent"",""sécurité"",""adaptation""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Une voile trop puissante par rapport au vent oblige à forcer sur le matériel et sur son propre pilotage — ce qui laisse moins d'attention disponible pour repérer un oiseau posé sur l'eau ou une zone sensible à éviter. Adapter sa voilure aux conditions, c'est aussi se donner les moyens de rester vigilant.",,,,,
24,1,COMPRENDRE,Qu'est-ce qui fait bouger l'eau de mer ?,"Comprendre l'origine des courants (marées, vent, différences de densité).",Le courant de marée est souvent le plus puissant près des côtes.,"[""interactions_climatiques""]","[""courant""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Trois forces mettent l'eau en mouvement : l'attraction de la Lune et du Soleil (courants de marée), le vent qui pousse la surface (courants de dérive), et de grandes circulations océaniques permanentes liées aux différences de température et de densité de l'eau.",,,,,
25,1,COMPRENDRE,Quels sont les différents types de courants marins ?,"Distinguer les courants de marée, de dérive (vent), et généraux.","Imaginez des rivières invisibles dans la mer, chacune avec sa propre cause.","[""interactions_climatiques""]","[""courant"",""marée"",""vent""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les courants de marée changent de sens toutes les 6h, les courants de dérive suivent le vent du moment, et les courants généraux (comme le Gulf Stream) circulent presque toujours dans la même direction, sur des milliers de kilomètres.",,,,,
26,2,COMPRENDRE,Comment les courants influencent-ils la navigation ?,Comprendre l'impact des courants sur la vitesse et la trajectoire.,Un courant de 2 nœuds peut doubler votre vitesse ou vous arrêter complètement !,"[""interactions_climatiques""]","[""courant"",""sécurité""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un courant s'additionne ou se soustrait à la vitesse d'un bateau ou d'un nageur selon qu'on le prend dans le sens ou à contre-sens. Ignorer un courant fort, c'est risquer d'être déporté loin de sa trajectoire prévue, parfois vers le large.",,,,,
27,1,OBSERVER,Comment repère-t-on le sens du courant ?,Identifier des indices visuels pour déterminer le sens du courant.,Regardez l'eau qui s'écoule autour d'une bouée ou d'un poteau. La 'moustache' d'écume indique le sens.,"[""lecture_paysage""]","[""courant"",""repères visuels""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"L'eau qui s'écoule autour d'un obstacle fixe — une bouée, un poteau — forme un petit remous ou une traînée d'écume du côté vers lequel elle pousse. Cette « moustache » indique directement le sens du courant.",,,,,
28,2,OBSERVER,Pourquoi dois-tu vérifier le sens du courant ?,Intégrer l'observation du courant pour la sécurité et la performance.,Aller contre le courant peut vous épuiser et vous mettre en danger.,"[""reperes_spatio_temporels""]","[""courant"",""sécurité""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un courant qu'on ignore peut doubler l'effort nécessaire pour avancer, ou au contraire déporter loin de sa trajectoire prévue sans qu'on s'en rende compte immédiatement. Vérifier son sens avant de partir permet d'économiser son énergie et d'éviter d'être emmené là où on ne voulait pas aller.",,,,,
29,2,PROTÉGER,Comment naviguer de façon responsable face aux courants ?,Comprendre que les courants sont des corridors de vie à respecter.,Les courants transportent nourriture et larves. Évitez de jeter quoi que ce soit dans ces 'autoroutes' de la vie marine.,"[""cohabitation_vivant""]","[""courant"",""zone sensible""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les courants ne transportent pas que de l'eau : ils déplacent aussi le plancton, les larves de poissons et de crustacés, la nourriture de nombreuses espèces. Un déchet jeté dans un courant fort peut donc voyager loin et affecter des milieux bien au-delà du point où il a été abandonné.",,,,,
3,1,COMPRENDRE,Pourquoi l'heure de la marée n'est pas la même partout ?,Comprendre que la forme des côtes influence la propagation de l'onde de marée.,Imaginez l'onde de marée comme une vague géante qui doit contourner des obstacles.,"[""caracteristiques_littoral""]","[""marée"",""zone rocheuse"",""chenal""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La marée n'est pas un simple ""niveau qui monte"" partout en même temps : c'est une onde qui se propage depuis l'océan et doit contourner les caps, entrer dans les baies, remonter les estuaires. Chaque obstacle géographique retarde ou accélère son passage, d'où des horaires différents d'une plage à l'autre.",,,,,
30,1,COMPRENDRE,Comment se forment les vagues ?,Comprendre que les vagues sont principalement créées par le vent.,"Plus le vent souffle fort, longtemps et sur une grande distance, plus les vagues sont grosses.","[""interactions_climatiques""]","[""vague"",""vent""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le vent frotte sur la surface de l'eau et lui transmet de l'énergie : plus il souffle fort, longtemps, et sur une grande étendue d'eau libre (le fetch), plus les vagues qu'il crée sont hautes et puissantes.",,,,,
31,1,COMPRENDRE,Quelle est la différence entre vagues et houle ?,Distinguer la mer du vent (local) de la houle (formée au large).,"La houle est une onde longue et régulière, la mer du vent est courte et désordonnée.","[""interactions_climatiques""]","[""vague"",""houle""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La mer du vent est créée localement : courte, désordonnée, elle suit les sautes du vent. La houle, elle, vient d'une tempête parfois lointaine — en voyageant, elle s'organise et devient régulière. On peut avoir de la houle par temps calme.",,,,,
32,2,COMPRENDRE,Comment se produit le déferlement des vagues ?,Comprendre que le déferlement est dû à la rencontre avec les fonds marins.,"Quand la profondeur de l'eau devient trop faible, la vague 'trébuche' et déferle.","[""interactions_climatiques"",""caracteristiques_littoral""]","[""vague"",""zone rocheuse""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"En pleine mer, une vague avance librement. Mais en s'approchant du rivage, le fond remonte : la base de la vague ralentit à cause du frottement, alors que le sommet continue d'avancer. Il finit par dépasser la base et s'effondre — c'est le déferlement.",,,,,
33,1,OBSERVER,Comment décrirais-tu l'état de la mer ?,"Apprendre à qualifier la mer (calme, agitée, clapoteuse...).",Utilisez des mots simples pour décrire ce que vous voyez. Y a-t-il de l'écume ? Les vagues sont-elles hautes ?,"[""lecture_paysage""]","[""vague"",""météo""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les marins utilisent une échelle simple pour décrire l'état de la mer : plate, ridée, clapoteuse, avec ou sans moutons (écume sur les crêtes, qui apparaît généralement à partir d'un vent de force 3). Cette description rapide en dit long sur les conditions du moment.",,,,,
34,2,OBSERVER,Comment est la forme des vagues ?,Analyser la forme des vagues pour anticiper leur comportement.,Des vagues creuses et rapides sont plus dangereuses que des vagues douces et lentes.,"[""lecture_paysage""]","[""vague""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Une vague douce et longue laisse le temps de réagir. Une vague courte et creuse, elle, casse plus brutalement et de façon moins prévisible — c'est ce type de vague, plus que la hauteur seule, qui rend une mer dangereuse pour une petite embarcation.",,,,,
35,3,OBSERVER,Pourquoi le déferlement est le moment clé de la vague ?,Comprendre que c'est le moment où l'énergie de la vague est libérée.,Observer la zone de déferlement est essentiel pour la sécurité en surf ou en kayak.,"[""lecture_paysage""]","[""vague"",""sécurité""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Tant qu'elle n'a pas déferlé, une vague transporte de l'énergie sans grand danger : elle soulève simplement l'eau. C'est au moment où elle déferle que cette énergie se libère d'un coup, créant turbulence et force d'impact — d'où l'importance de repérer où et comment ça casse avant de s'engager.",,,,,
36,3,OBSERVER,Pourquoi vagues et houle sont liés ?,Comprendre comment la houle se transforme en vagues en arrivant à la côte.,"Vous pouvez avoir de la houle sans vent local, mais pas l'inverse.","[""interactions_climatiques""]","[""vague"",""houle"",""vent""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"En arrivant près de la côte, la houle qui voyageait au large rencontre des fonds de moins en moins profonds : elle ralentit, se cambre, et finit par déferler comme une vague classique. Houle et vague ne sont donc pas deux phénomènes séparés, mais deux étapes d'un même mouvement d'eau.",,,,,
37,2,PROTÉGER,Comment respecter les zones sensibles lors de la pratique du surf ?,Éviter de piétiner des zones fragiles et de déranger la faune.,Utilisez les accès prévus et ne marchez pas sur les rochers couverts d'algues ou de coquillages.,"[""cohabitation_vivant"",""impact_presence_humaine""]","[""vague"",""zone sensible""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Rochers couverts d'algues, mares résiduelles ou anfractuosités abritent souvent une vie discrète mais dense — anémones, petits crabes, alevins. Rester sur les sentiers ou les zones de sable dégagé évite d'écraser sans le voir tout un pan de cet écosystème.",,,,,
38,1,COMPRENDRE,Pourquoi la météo est-elle différente en mer qu'à terre ?,Comprendre l'inertie thermique de l'eau et son influence.,"La mer est plus lente à se réchauffer et à se refroidir que la terre, ce qui adoucit le climat côtier.","[""interactions_climatiques""]","[""météo""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"L'eau met beaucoup plus de temps à chauffer ou refroidir que la terre (forte inertie thermique). Cette lenteur adoucit les écarts de température près des côtes, mais elle alimente aussi des masses d'air très différentes qui se rencontrent et créent une météo changeante.",,,,,
39,1,COMPRENDRE,Comment se forment les nuages ?,Comprendre le cycle de l'eau et la condensation.,Les nuages sont simplement des gouttelettes d'eau ou des cristaux de glace en suspension.,"[""interactions_climatiques""]","[""météo"",""nuage""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"L'eau s'évapore en permanence depuis les océans. En montant, cet air humide se refroidit ; la vapeur d'eau se condense alors en minuscules gouttelettes autour de particules en suspension (poussière, sel marin) — c'est un nuage.",,,,,
4,1,COMPRENDRE,Comment s'appelle la zone qui se couvre et se découvre avec la marée ?,Connaître le mot 'estran' et sa signification.,C'est un des milieux les plus riches et extrêmes de la planète.,"[""caracteristiques_littoral""]","[""marée"",""estran""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"L'estran est soumis à des conditions extrêmes : immergé puis à l'air libre, chaud puis froid, humide puis desséché — parfois plusieurs fois par jour. Peu d'organismes supportent un tel grand écart, ce qui en fait un milieu à la fois pauvre en espèces généralistes et riche en espèces hyper-spécialisées.",,,,,
40,2,COMPRENDRE,Comment évolue la météo marine ?,Comprendre que le temps peut changer très vite en mer.,Consultez toujours la météo avant de partir et continuez à observer le ciel.,"[""reperes_spatio_temporels""]","[""météo"",""sécurité""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"En mer, aucun relief ne freine les systèmes météo (dépressions, fronts) : ils se déplacent librement et peuvent faire basculer les conditions en quelques dizaines de minutes, alors qu'à terre le même système met plus de temps à arriver.",,,,,
41,1,OBSERVER,Comment décrirais-tu l'état du ciel ?,"Apprendre à qualifier le ciel (clair, nuageux, menaçant...).",Les couleurs du ciel au lever et au coucher du soleil peuvent donner des indices sur le temps à venir.,"[""lecture_paysage""]","[""météo"",""nuage""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un ciel se décrit par sa couverture nuageuse (dégagé, voilé, couvert), sa couleur et sa luminosité. Ces indices simples, observés régulièrement, permettent de sentir un changement de temps avant même de consulter une prévision.",,,,,
42,2,OBSERVER,Comment est la forme des nuages ?,Reconnaître quelques types de nuages de base et leur signification.,Les gros nuages sombres (cumulonimbus) annoncent souvent des orages.,"[""lecture_paysage""]","[""météo"",""nuage"",""repères visuels""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La forme d'un nuage donne des indices sur le temps à venir : un nuage fin et filandreux en altitude annonce souvent un changement en douceur, un nuage qui gonfle verticalement signale de l'instabilité, une nappe grise uniforme indique un temps stable mais couvert.",,,,,
43,2,PROTÉGER,Comment anticiper pour la sécurité et la préservation ?,Comprendre qu'anticiper la météo permet de ne pas se mettre en danger ni de déranger la faune.,Un orage peut être dangereux pour vous et stressant pour les animaux.,"[""cohabitation_vivant""]","[""météo"",""sécurité"",""adaptation""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Vérifier la météo avant de sortir protège à la fois le pratiquant, qui évite d'être surpris par un coup de vent ou un orage, et la faune locale, qui subit un stress supplémentaire si des activités humaines se poursuivent en pleine dégradation des conditions.",,,,,
44,1,COMPRENDRE,Comment se forment les dunes ?,Comprendre le rôle du vent et des plantes dans la formation des dunes.,C'est le sable transporté par le vent qui est piégé par les plantes pionnières.,"[""caracteristiques_littoral""]","[""dune"",""vent""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le vent transporte le sable sec de la plage vers l'intérieur des terres. Dès qu'il rencontre un obstacle — une touffe d'oyat, un morceau de bois — le sable s'y accumule peu à peu. C'est ainsi qu'une dune grandit, année après année.",,,,,
45,2,COMPRENDRE,"Pourquoi, le massif dunaire est composé de plusieurs strates ?",Comprendre l'étagement de la végétation dunaire.,"De la plage vers l'intérieur : plantes pionnières, dune mobile, dune grise, forêt.","[""caracteristiques_littoral"",""biodiversite_saisonnalite""]","[""dune"",""écosystème""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Une dune n'est jamais figée : plus on s'éloigne de la plage, plus la végétation change, car chaque zone est protégée différemment du vent et des embruns salés. Les plantes pionnières colonisent le sable mobile, puis d'autres espèces s'installent à mesure que le sol se stabilise.",,,,,
46,1,OBSERVER,Comment décrirais-tu l'état de la plage ?,"Apprendre à observer les différents éléments de la plage (sable, galets, dunes).","Regardez la couleur du sable, la taille des galets, la hauteur des dunes.","[""lecture_paysage""]","[""dune""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Chaque plage a sa propre carte d'identité : couleur et grain du sable, présence de galets ou de rochers, hauteur des dunes, largeur de l'estran. Ces éléments racontent l'histoire du lieu — son exposition au vent, à la houle, à l'érosion.",,,,,
47,2,OBSERVER,Pourquoi la dune bouge d'une marée à l'autre ?,Observer les signes d'érosion et d'accumulation de sable.,"Après une tempête, vous pouvez voir des 'falaises' de sable là où la dune a été attaquée par la mer.","[""lecture_paysage""]","[""dune"",""marée"",""érosion""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les vagues et le vent grignotent le sable de la dune côté mer pendant les tempêtes, créant parfois une petite falaise verticale. Entre deux épisodes agités, le vent redépose du sable et la végétation le refixe peu à peu — la dune respire au fil des saisons.",,,,,
48,1,PROTÉGER,Pourquoi les dunes sont fragiles ?,Comprendre que le piétinement détruit la végétation qui retient le sable.,Utilisez toujours les chemins balisés pour traverser les dunes.,"[""impact_presence_humaine"",""cohabitation_vivant""]","[""dune"",""zone sensible"",""érosion""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Les racines des plantes dunaires (oyat, chiendent) retiennent le sable comme un filet. Chaque passage répété sur une même zone tasse le sol et abîme ces plantes ; sans elles, le sable redevient mobile et la dune commence à s'éroder — parfois de façon irréversible.",,,,,
49,3,PROTÉGER,Pourquoi on parle de plus en plus du recul du trait de côte ?,Comprendre l'enjeu de l'érosion côtière et du changement climatique.,La montée du niveau de la mer et les tempêtes plus fortes accélèrent ce phénomène naturel.,"[""impact_presence_humaine""]","[""dune"",""érosion""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le recul du trait de côte n'est pas nouveau — les côtes ont toujours bougé — mais il s'accélère : la montée du niveau des mers et des tempêtes plus fréquentes ou plus violentes rongent le littoral plus vite qu'il ne peut se reconstituer naturellement, menaçant parfois des habitations proches du rivage.",,,,,
5,1,COMPRENDRE,Pourquoi le moment entre deux marées s'appelle l'étale ?,Comprendre qu'il y a un moment de pause où le courant est quasi nul.,"C'est un bon moment pour certaines activités, mais il ne dure pas longtemps !","[""reperes_spatio_temporels"",""interactions_climatiques""]","[""marée"",""courant""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Quand la mer arrête de monter, avant de redescendre, l'eau ne bouge presque plus pendant quelques minutes — comme une respiration entre deux mouvements. C'est l'étale : le courant y est quasi nul.",,,,,
50,1,COMPRENDRE,"Comment s'appelle la bande colorée sur le sable, quand la mer se retire ?",Connaître le terme 'laisse de mer'.,"C'est un peu la 'poubelle naturelle' de la mer, mais une poubelle très utile !","[""caracteristiques_littoral""]","[""laisse de mer"",""vocabulaire""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"C'est la laisse de mer : elle marque l'endroit où l'eau s'est arrêtée à la dernière marée haute, en y déposant tout ce qu'elle transportait — algues, coquillages, bois flotté, et parfois des déchets humains.",,,,,
51,1,COMPRENDRE,D'où viennent les débris de la laisse de mer ?,"Distinguer les débris naturels (algues, bois) des déchets humains.","Les éléments naturels sont essentiels à l'écosystème, pas les déchets !","[""impact_presence_humaine""]","[""laisse de mer"",""pollution""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La laisse de mer mélange deux origines : les débris naturels arrachés par les vagues (algues, coquilles vides, bois) qui nourrissent l'écosystème dunaire, et les déchets d'origine humaine (plastiques, mégots) qui, eux, n'ont rien à y faire.",,,,,
52,2,COMPRENDRE,Comment les courants et marées transportent-ils les débris ?,Comprendre que la laisse de mer est un indicateur des mouvements de l'eau.,La forme de la laisse de mer peut vous donner des indices sur la direction des courants.,"[""interactions_climatiques""]","[""laisse de mer"",""courant"",""marée""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La position et la forme de la laisse de mer changent d'une marée à l'autre selon la force du vent, l'amplitude de la marée et le sens des courants. En l'observant, on peut deviner jusqu'où la mer est montée et d'où venaient les éléments transportés.",,,,,
53,1,OBSERVER,Que peut-on trouver dans la laisse de mer ?,Identifier les différents composants de la laisse de mer.,"Cherchez des coquillages, des 'œufs de raie', des os de seiche, des algues...","[""biodiversite_saisonnalite""]","[""laisse de mer""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La laisse de mer est un concentré de ce que la mer a croisé : coquilles vides, algues arrachées, bois flotté, parfois des œufs de raie ou des os de seiche — autant d'indices sur les espèces qui vivent au large ou sur l'estran.",,,,,
54,2,OBSERVER,Comment la laisse de mer peut-elle être un indicateur environnemental ?,Comprendre que la composition de la laisse renseigne sur la santé de l'écosystème.,Trop de plastique est un mauvais signe. La présence de certaines espèces peut être un bon signe.,"[""impact_presence_humaine"",""biodiversite_saisonnalite""]","[""laisse de mer"",""pollution"",""écosystème""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La proportion d'éléments naturels par rapport aux déchets humains dans la laisse de mer donne une photographie rapide de l'état du littoral à cet endroit : beaucoup de nature et peu de plastique est plutôt bon signe, l'inverse est un signal d'alerte.",,,,,
55,2,PROTÉGER,Comment pratiquer un nettoyage raisonné de la plage ?,Savoir ramasser les déchets humains sans enlever les éléments naturels.,"Ne ramassez que ce qui est d'origine humaine. Laissez le bois et les algues, ils nourrissent la dune.","[""impact_presence_humaine""]","[""laisse de mer"",""pollution""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Un nettoyage de plage efficace fait le tri : les déchets d'origine humaine (plastiques, mégots, verre) sont retirés, tandis que le bois flotté, les algues et les coquillages restent sur place, car ils nourrissent la laisse de mer et l'écosystème dunaire qui en dépend.",,,,,
56,3,PROTÉGER,Comment réduire les déchets à la source pour limiter la pollution marine ?,Comprendre que la meilleure solution est de ne pas produire de déchets.,"Utilisez des gourdes, évitez les emballages uniques, ne laissez rien derrière vous.","[""impact_presence_humaine""]","[""pollution""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le déchet le plus facile à gérer est celui qu'on ne produit jamais : une gourde réutilisable, des emballages limités, du matériel choisi pour durer évitent d'avoir quoi que ce soit à ramasser derrière soi, mieux que n'importe quel geste de nettoyage a posteriori.",,,,,
57,1,COMPRENDRE,"Pourquoi y a-t-il beaucoup de vie humaine, animale et végétale sur l'espace littoral ?",Comprendre que le littoral est un écotone riche et productif.,"C'est une zone de rencontre entre la terre et la mer, ce qui multiplie les habitats et les ressources.","[""biodiversite_saisonnalite"",""caracteristiques_littoral""]","[""écosystème""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Le littoral cumule les ressources de deux mondes à la fois : les nutriments apportés par la terre (rivières, ruissellement) et ceux de la mer (courants, marées). Cette zone de rencontre, appelée écotone, offre donc plus d'habitats et de nourriture qu'un milieu marin ou terrestre isolé.",,,,,
58,1,COMPRENDRE,Comment les espèces marines sont-elles adaptées à leur environnement ?,"Comprendre les adaptations spécifiques (respiration, camouflage...).","Le crabe a une carapace, le poisson a des branchies, l'algue est flexible pour résister aux vagues.","[""biodiversite_saisonnalite""]","[""adaptation""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Chaque espèce de l'estran a développé une solution à ses contraintes : une carapace rigide contre le dessèchement et les prédateurs pour le crabe, des branchies pour respirer sous l'eau, une texture flexible pour résister au ressac chez certaines algues. Ces adaptations sont le fruit de millions d'années d'évolution dans un milieu extrême.",,,,,
59,2,COMPRENDRE,Comment fonctionnent les chaînes alimentaires marines ?,Comprendre les relations prédateurs-proies en mer.,"Du plancton aux grands prédateeurs, chaque maillon est essentiel.","[""biodiversite_saisonnalite""]","[""écosystème""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"Tout commence par le phytoplancton, minuscule algue capable de capter l'énergie du soleil. Il nourrit le zooplancton, qui nourrit les petits poissons, qui nourrissent à leur tour les grands prédateurs. Si un maillon de cette chaîne s'effondre — par surpêche ou pollution — tous les suivants en pâtissent.",,,,,
6,2,COMPRENDRE,Pourquoi connaît-on à l'avance les horaires de marées ?,Comprendre la prédictibilité scientifique des marées.,La précision des calculs est telle qu'on peut prévoir un horaire à la minute près.,"[""reperes_spatio_temporels""]","[""marée""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"La position de la Lune et du Soleil suit des lois de mécanique céleste connues avec une précision extrême. C'est ce qui permet de calculer, des années à l'avance, l'heure et la hauteur de chaque marée dans n'importe quel port, à quelques minutes près.",,,,,
60,2,COMPRENDRE,Quels sont les cycles biologiques des espèces marines ?,"Comprendre les cycles de vie (reproduction, migration).",Les oiseaux migrateurs s'arrêtent sur nos côtes pour se reposer et se nourrir.,"[""biodiversite_saisonnalite""]","[""migration"",""reproduction""]",2026-02-06 15:53:04.404251+00,,true,,[],copun,,[],"De nombreuses espèces marines suivent un calendrier précis : reproduction à une saison donnée, migration entre zones d'alimentation et de reproduction, hivernage dans des eaux plus clémentes. Nos côtes servent souvent d'étape de repos et de ravitaillement sur ces longs trajets.",,,,,
